X1,X2,X4,X5,X6,X7,X8,X9,X10,X12,X13,X15,X16,X19,X25,X27,X28,X29,X32,X33,X34,X35,X41,X45,X47,X50,X52,X53,X55,X57,X59,X65
0.11119,0.63174,2.0,58.154,0.24347,0.13909,0.58294,0.99034,0.36826,0.56092,0.14828,1570.3,0.23244,0.14044,0.35465,5.2243,0.49203,3.8662,107.84,3.3847,1.3285,0.15106,0.13169,1.0996,43.975,0.78501,0.29544,0.73076,1822.0,0.30192,1.0307,0
-0.30505,1.2523,0.71426,-214.91,-0.30505,-0.30505,-0.25344,0.77037,-0.31738,-0.29829,-0.33838,-1620.6,-0.22523,-0.36596,-0.31738,-3.0867,-1.0841,4.5134,344.98,1.058,-0.2667,-0.33399,-0.13239,-0.90598,113.58,0.58328,0.94515,-1.1775,-9531.1,0.96115,-0.72353,0
0.12709,0.5305,1.7198,-27.618,0.0,0.15611,0.885,2.1322,0.4695,0.29516,0.098824,918.94,0.3972,0.073216,0.44796,5.5662,4.2112,3.3658,95.696,3.8142,3.8027,0.11488,0.099222,0.24056,95.586,1.7146,0.26218,5.1936,883.77,0.27068,0.0,0
0.12624,0.66286,1.3553,21.588,0.020227,0.15633,0.50862,1.713,0.33714,0.25346,0.11511,1227.0,0.29747,0.09126,0.32996,50.281,1.3358,3.8428,144.29,2.5297,2.3538,0.15277,0.11402,0.99956,29.547,1.2611,0.39531,2.0548,1526.0,0.37445,0.11041,0
0.29264,0.29252,2.327,108.07,0.0,0.36131,2.4185,1.2512,0.70748,1.3932,0.30276,281.85,1.295,0.28876,0.61961,35.457,0.86793,4.1328,106.09,3.4404,3.0501,0.359,0.025879,3.5879,33.367,2.063,0.29067,1.7842,4672.6,0.41365,0.0,0
0.079997,0.23967,2.4739,8.1087,0.20743,0.069715,2.5466,1.0556,0.61034,0.31987,0.067313,742.04,0.49189,0.039805,0.61034,0.51182,0.69713,4.407,47.948,7.6124,0.3543,0.084917,0.059204,0.28127,62.571,2.2497,0.13137,1.3245,8200.8,0.13107,0.035588,0
0.20817,0.6024,2.1883,69.659,0.0,0.25911,0.66002,1.6923,0.3976,0.6423,0.15635,831.04,0.43921,0.15311,0.29164,102.63,4.0885,4.6738,106.42,3.4297,2.2967,0.3087,0.075779,1.0288,53.38,1.4654,0.29157,3.3912,22619.0,0.52357,0.0,0
0.26345,0.14318,5.3277,198.95,0.55971,0.32142,5.8624,1.3437,0.8394,2.2448,0.29742,147.34,2.4773,0.26951,0.8394,3.5033,2.6127,4.5087,58.882,6.1989,2.1717,0.31094,0.013675,1.7956,60.336,5.3277,0.16132,3.5393,19993.0,0.31385,0.0,0
-0.054623,0.92857,0.94263,-87.724,-0.054623,-0.054623,0.074796,0.92301,0.069453,-0.11637,-0.021237,-21123.0,-0.017279,-0.072298,0.069453,-0.76829,-0.048297,4.7985,209.3,1.7439,-0.067726,-0.062889,-1.2558,-0.3402,71.596,0.4765,0.57343,0.12457,-1693.2,-0.78648,6.6114,0
-0.35884,1.1171,0.46115,-152.21,-1.1752,-0.35884,-0.11206,0.97154,-0.12518,-0.41514,-0.19052,-1339.2,-0.27255,-0.22455,-0.12518,-1.1648,-0.77447,4.0712,191.81,1.903,-0.17151,-0.1916,-0.26764,-2.0159,39.499,0.35682,0.5255,-0.20815,-5487.2,2.8666,-2.019,0
0.10248,0.28993,1.2981,-2.921,0.22034,0.12731,2.095,1.0805,0.60739,0.4909,0.10245,657.45,0.55517,0.081028,0.60739,0.91705,0.11656,4.7376,65.098,5.6069,0.45993,0.13335,0.057078,1.3507,19.046,1.1612,0.17835,0.91566,4225.5,0.16872,0.050368,0
0.1409,0.7556,1.6388,-11.094,0.36762,0.1409,0.32344,1.0508,0.2444,0.26562,0.058424,1839.4,0.19844,0.054902,0.2444,0.49454,2.5933,4.383,79.276,4.6042,0.15986,0.12079,0.19135,0.34132,61.692,1.1505,0.21719,1.8704,8185.6,0.57654,0.92116,0
0.009297,0.78609,1.1433,-97.822,-0.017464,0.01099,0.27211,0.99192,0.21391,0.020155,0.020264,14275.0,0.02557,0.011079,0.11239,0.1558,0.20739,5.1955,204.63,1.7837,1.2372,0.019335,0.97951,0.029159,119.66,0.79299,0.56063,0.56794,12253.0,0.043464,1.0066,0
0.001222,0.53108,1.5431,-44.797,0.042436,0.002745,0.87355,0.99091,0.46393,0.007405,0.033226,3841.6,0.095012,0.001807,0.46393,-0.047783,0.47025,4.0949,88.272,4.135,-0.013789,-0.007323,0.43228,0.003291,88.458,1.0769,0.24184,1.0838,2504.7,0.002635,0.34583,0
0.013079,0.75841,0.90444,-58.08,0.069955,0.012298,0.29958,0.99307,0.22721,0.019544,0.015526,7099.8,0.05141,0.004897,0.22721,-0.073544,-0.13954,4.2688,90.819,4.019,-0.024522,-0.018598,3.0806,0.038276,49.32,0.75038,0.24882,0.52728,-1116.6,0.057565,0.56857,0
0.099873,0.57415,1.3169,-1.2568,0.30824,0.11871,0.68902,1.0754,0.3956,0.21423,0.094556,1449.1,0.25189,0.077616,0.3956,0.72869,0.64973,4.7881,142.21,2.5666,0.18051,0.10364,0.14571,1.3202,19.414,1.271,0.38962,1.4638,10781.0,0.25246,0.050582,0
0.2953,0.34016,3.8148,145.57,0.0,0.35799,1.9398,1.6355,0.65984,1.5547,0.24433,310.7,1.1748,0.21889,0.65053,15.684,5.3291,3.7471,63.903,5.7118,3.8664,0.32029,0.027472,2.492,32.886,2.5823,0.17508,5.4254,3620.2,0.44753,0.0,0
0.12446,0.41949,2.0445,14.774,0.017406,0.12446,1.3839,3.0598,0.58051,0.2967,0.069518,719.81,0.50708,0.040676,0.14187,4.6537,3.0778,3.3665,52.488,6.954,6.954,0.14271,0.057481,0.39321,39.606,2.0445,0.1438,4.0778,1019.0,0.2144,0.0,0
0.20279,0.17566,4.2102,87.51,0.60033,0.25271,4.5786,1.2068,0.80429,1.4386,0.19007,218.26,1.6723,0.16352,0.80429,2.0366,2.1653,5.4345,50.064,7.2906,1.4848,0.26083,0.019131,0.78048,74.054,4.2102,0.13716,3.0883,153370.0,0.25214,0.0,0
0.13287,0.14592,4.65,66.835,0.41226,0.16623,5.5583,1.1448,0.81107,1.1392,0.15434,252.32,1.4466,0.12154,0.81107,1.4835,1.6567,4.7806,44.581,8.1873,1.2146,0.17723,0.021601,0.42019,96.613,4.65,0.12214,2.5229,32139.0,0.16383,0.0,0
0.011834,0.088476,1.2884,91.798,-0.19522,0.011834,10.302,1.0994,0.91152,0.13375,0.37445,639.23,0.571,0.087712,0.91152,1.1718,0.028798,3.4714,263.15,1.3871,0.16253,0.01438,0.054815,,0.0,1.2884,0.72095,1.0288,75.55,0.012982,0.0,0
0.046426,0.62672,1.1195,-44.598,0.18433,0.059757,0.52811,1.0222,0.33098,0.095349,0.027414,2211.0,0.16509,0.015834,0.33098,0.26381,0.25107,4.7518,61.954,5.8915,0.15543,0.097408,0.14601,0.088244,52.008,1.1195,0.16974,1.1093,4230.4,0.14027,0.0,0
0.033901,0.24045,0.54489,-59.217,0.026188,0.044169,2.4419,1.0732,0.58716,0.22485,0.13633,935.61,0.39012,0.064195,0.58716,0.75545,-0.10012,4.9797,111.84,3.2635,0.20142,0.048431,0.080611,5.3373,3.6163,0.44517,0.30642,0.65754,-8531.9,0.057737,0.07495,0
-0.080617,0.90597,0.89193,-37.659,-0.28903,-0.080617,0.087716,0.97332,0.079467,-0.088985,-0.018603,-7487.4,-0.048749,-0.033958,0.079467,-0.27644,-0.5101,4.6239,135.58,2.6922,-0.074426,-0.067427,-0.9616,-0.55171,21.867,0.89193,0.37144,0.41402,-4118.3,-1.0145,0.0,0
0.036752,0.48916,1.5172,-243.74,0.0,0.036752,1.0443,1.4776,0.51084,0.080598,0.30196,400.15,0.91215,0.024873,0.46158,0.0,0.76533,4.127,245.88,1.4844,1.3838,0.024568,0.039824,0.091358,216.92,1.4144,0.67365,1.6577,3159.8,0.071944,0.0,0
-0.010554,0.97197,0.82411,-59.514,-0.004201,-0.009069,0.028836,2.3263,0.028028,-0.00999,0.015262,9992.1,0.036529,-0.003898,-0.014755,-0.45668,-0.63392,4.6977,142.33,2.5645,2.3952,-0.001732,1.0004,-0.051757,31.971,0.76969,0.38994,0.11127,-7959.9,-0.37656,1.6752,0
-0.081668,1.0237,1.0848,-132.7,-0.081668,-0.081668,-0.039,0.92774,-0.039925,-0.1216,-0.034396,-10288.0,-0.035478,-0.077341,-0.039925,-0.58934,0.20977,4.3396,215.37,1.6948,-0.065524,-0.067079,-1.5488,-0.17828,146.9,0.71165,0.59005,-0.14707,1244.7,2.0455,-8.8199,0
-0.068739,0.9403,0.72438,-134.04,-0.1229,-0.062519,0.063485,1.2249,0.059695,-0.067341,-0.007842,-35727.0,-0.010216,-0.051038,0.055828,-98.251,-0.78136,4.4127,259.55,1.4063,1.3884,-0.080616,-1.5753,-0.37267,51.568,0.71521,0.71111,0.18228,-6617.5,-1.1515,0.0,0
-0.2271,0.55916,1.3068,1.1042,-0.3787,-0.23821,0.2649,0.93102,0.14812,-0.42602,-0.052223,-1091.6,-0.33438,-0.066534,0.14812,-0.62773,0.63696,3.8841,53.072,6.8775,-0.43172,-0.2414,-0.096672,-1.5026,14.345,1.3068,0.1454,0.55001,1313.6,-1.5332,0.0,0
0.17203,0.56315,1.5531,3.4455,0.54039,0.22368,0.73455,1.1308,0.41366,0.40125,0.12344,821.97,0.44405,0.11041,0.41366,1.3226,2.2975,4.4184,113.58,3.2136,0.42074,0.23694,0.070309,0.59716,58.697,1.5374,0.31118,3.0823,8079.5,0.41588,0.01376,0
-0.043723,0.080508,8.6524,175.55,-0.021103,-0.037519,11.056,0.97484,0.89008,-0.46603,0.068465,505.79,0.72164,-0.044214,0.89008,-0.47547,2.0305,5.025,33.757,10.812,-0.5141,-0.041389,0.048809,-0.43419,42.224,8.6524,0.092486,2.9336,65262.0,-0.049123,0.0,0
0.015187,0.77062,0.75143,-72.354,0.0,0.017342,0.29765,1.4731,0.22938,0.023331,0.039052,4889.5,0.07465,0.011773,0.057476,1.638,-0.41853,6.2005,189.88,1.9223,1.8541,0.044232,0.30325,0.16357,23.718,0.72479,0.52021,0.51959,-293140.0,0.066209,0.0,0
-0.00175,0.50246,1.0238,-29.76,0.031605,0.000121,0.98586,1.05,0.49535,0.000241,0.005836,74730.0,0.004884,0.000288,0.49535,0.1071,0.024528,5.1479,456.72,0.79918,0.008537,0.004289,2.4944,-1.968,0.81039,1.0211,1.2513,1.0173,1679.0,-0.003533,0.0027,0
1.2296,0.50782,1.2688,3.0694,0.0,1.2296,0.96922,3.9214,0.49219,2.4213,0.31428,150.4,2.4269,0.31355,1.2296,,0.38369,3.0153,93.011,3.9242,3.9242,0.19771,5.927,12.033,18.715,1.2688,0.25483,1.3837,141.36,2.4981,0.0,0
0.14813,0.50448,2.0837,58.226,0.19262,0.17695,0.98119,1.0876,0.49499,0.49291,0.09999,1005.3,0.36307,0.096598,0.49499,1.0303,1.5441,3.1746,77.799,4.6916,0.34397,0.17353,0.092276,1.3053,24.594,1.4828,0.21315,1.9646,581.63,0.29925,0.29393,0
0.21043,0.31931,1.9565,26.737,0.22662,0.25016,1.8451,1.0384,0.58916,0.82549,0.10215,423.91,0.86103,0.092942,0.58916,0.93616,0.71207,4.5752,42.675,8.553,0.75993,0.24265,0.039256,3.1793,9.3205,1.8569,0.11692,1.4473,10900.0,0.35716,0.027593,0
0.19437,0.49453,1.3228,44.573,0.23399,0.25086,1.0221,1.1112,0.50547,0.57608,0.23361,682.83,0.53454,0.22169,0.50547,2.5759,0.33157,4.5365,156.08,2.3385,0.53043,0.26231,0.05895,13.185,5.2837,1.1648,0.42762,1.1922,4835.0,0.38453,0.11688,0
0.057995,0.25237,2.9128,109.9,0.12024,0.076807,2.6748,1.0305,0.67506,0.30434,0.067834,1037.6,0.35176,0.058688,0.67506,0.41894,1.8224,4.9925,72.534,5.0321,0.21082,0.053205,0.12731,1.5616,10.674,2.9128,0.19872,2.5484,47450.0,0.085911,0.0,0
0.32528,0.28601,3.2572,168.7,0.0,0.32528,2.4963,1.8257,0.71399,1.2705,0.34669,164.93,2.2131,0.17816,0.68304,0.0,3.4806,4.1252,93.886,3.8877,3.4802,0.011732,0.030985,1.7086,69.811,2.9158,0.25722,4.3001,7710.7,0.45558,0.0,0
-0.22197,0.99486,0.7147,-69.366,0.0,0.10934,0.005164,3.3185,0.005138,0.1099,0.051598,2120.7,0.17211,0.032947,-0.14403,4.3077,-0.98222,3.3035,106.86,3.4157,3.4157,-0.079645,0.1736,-0.63941,37.287,0.7147,0.29277,0.01778,-570.84,-43.203,0.0,0
-0.074235,0.5205,2.2091,106.22,0.039844,-0.090783,0.92121,0.5535,0.4795,-0.43055,-0.10395,-3301.8,-0.11054,-0.16402,-0.035421,-14.02,0.47725,4.8903,114.44,3.1894,1.292,-0.11899,-0.29668,-1.1966,33.672,0.8949,0.31354,0.8976,19805.0,-0.15482,0.028841,0
0.14403,0.09427,7.1356,210.57,0.45851,0.18043,9.6078,1.2506,0.90573,1.914,0.23715,163.61,2.2309,0.20345,0.90573,2.5181,1.7671,4.49,48.52,7.5227,1.8943,0.17858,0.014868,0.80192,92.444,7.1356,0.13293,2.7671,17874.0,0.15903,0.0,0
0.01851,0.75869,0.8386,-67.711,-0.090519,0.031603,0.31836,1.8397,0.24153,0.042553,0.035706,4215.7,0.086581,0.017178,-0.071783,2.12,-0.31777,3.6464,153.19,2.3827,2.3323,0.070203,0.26931,0.090209,42.325,0.82089,0.4197,0.64034,-531.0,0.076636,0.0,0
0.14088,0.15582,6.2799,191.28,0.0,0.14088,5.4177,1.2895,0.84418,1.0914,0.10925,403.71,0.90412,0.10925,0.83023,0.0,3.5985,4.4575,41.529,8.789,7.2808,0.0,,1.7933,25.275,5.2022,0.11378,4.4573,19544.0,0.16688,0.030615,0
-0.10375,0.92067,0.62128,-162.57,-0.44445,-0.10375,0.086164,1.5683,0.079329,-0.11532,-0.045847,-4673.7,-0.078097,-0.066157,-0.54359,,-0.77254,3.9691,221.74,1.646,1.6085,0.026681,0.96347,-0.33993,75.228,0.60712,0.60752,0.17987,-3173.0,-1.3079,0.025935,0
0.003469,0.34014,2.057,61.015,2e-06,0.003469,1.9399,0.68679,0.65986,0.025976,0.065495,2760.1,0.13224,0.005052,0.63898,1.2047,0.19464,3.8845,70.284,5.1932,2.0391,-0.006809,0.20707,0.12522,14.58,0.80768,0.19256,0.9098,1081.9,0.005258,0.026237,0
0.044813,0.74188,0.95785,-113.84,0.0,0.058801,0.34793,1.5501,0.25812,0.083888,0.065383,2671.8,0.13661,0.037934,0.12271,3.8625,-0.089919,3.8347,174.19,2.0954,1.9798,0.081318,0.20289,0.11087,100.44,0.905,0.47723,0.78552,-201.95,0.17361,0.15857,0
-0.072354,1.1218,0.96729,-76.881,-0.32564,-0.072354,-0.10859,0.53086,-0.12181,-0.099457,-0.036873,-20919.0,-0.017449,-0.1363,-0.2782,-3.5847,-0.080316,4.5048,372.75,0.97922,0.63502,-0.18151,-0.90164,-0.61849,59.94,0.62728,1.0212,-0.4111,-760.87,0.59398,-3.2192,0
0.18652,0.35741,2.5554,18.453,0.0,0.2309,1.7979,1.9088,0.64259,0.77652,0.13864,492.96,0.74043,0.12097,0.37636,17.324,1.9261,3.8339,65.083,5.6082,4.6658,0.24116,0.043065,0.49245,82.902,2.126,0.17831,2.676,3155.0,0.29027,0.077595,0
0.35808,0.3604,2.8964,37.84,0.0,0.35808,1.7747,1.4838,0.6396,1.7902,0.2761,321.11,1.1367,0.24133,0.35808,19.589,0.90169,3.8336,65.395,5.5815,3.0977,0.36737,0.028364,1.35,86.722,1.6075,0.17916,1.5204,2586.1,0.55986,0.23987,0
0.11936,0.83075,1.2716,-165.39,0.0,0.11936,0.20374,1.4992,0.16925,0.16298,0.19326,1046.5,0.34878,0.079615,0.13899,0.0,2.8943,3.519,312.73,1.1671,1.0289,0.010601,0.16252,0.23613,215.85,1.121,0.85679,2.4628,657.16,0.70522,0.0,0
0.06773,0.19032,2.388,24.998,0.18519,0.087624,3.9752,1.0611,0.75658,0.47002,0.077849,518.25,0.7043,0.05089,0.75658,0.58054,0.46637,4.0754,41.933,8.7043,0.49498,0.094205,0.044496,0.46113,33.038,2.3391,0.11489,1.3636,3078.0,0.089521,0.005149,0
-0.054723,0.35025,2.4714,69.164,0.14666,-0.06779,0.61097,0.98098,0.214,-0.19355,-0.0434,-2228.6,-0.16378,-0.051287,0.214,-0.38749,3.8355,4.6587,94.881,3.8469,-0.14906,-0.05221,-0.27558,-1.6916,8.7631,2.4714,0.25995,1.5926,23487.0,-0.25572,0.0,0
0.064812,0.39736,1.5354,-27.265,0.11789,0.080831,1.2319,1.0908,0.48952,0.20691,0.11061,981.82,0.37176,0.060523,0.48952,0.70333,0.52269,4.8603,116.46,3.1342,0.21672,0.086115,0.085381,0.21952,88.016,1.5095,0.31906,1.2233,15164.0,0.1324,0.013698,0
0.035352,0.4413,1.1001,-1.4944,0.085219,0.043515,1.2654,1.1034,0.55843,0.098605,0.18897,2029.4,0.17985,0.1036,0.55843,1.0744,0.085852,4.7626,423.17,0.86253,0.092673,0.040897,0.18903,0.78602,43.129,1.1001,1.1594,1.0853,2557.1,0.063306,0.0,0
-34.754,0.0,,0.0,0.37417,9.5293,,194.18,58.725,,0.050754,0.0,,0.049075,52.329,369.27,0.0,1.4216,0.0,,,7.1397,0.0,-0.59939,0.036768,,0.0,4247.0,0.0,-0.59181,0.023662,0
0.23207,0.72814,1.294,-5.4507,0.0,0.28921,0.37336,3.3919,0.27186,0.42598,0.09741,804.38,0.45377,0.085264,0.23207,67.879,1.6431,3.4971,80.159,4.5535,4.2457,0.30045,0.073053,0.94424,29.018,1.2065,0.21961,2.238,627.04,0.85364,0.0,0
0.086734,0.35868,2.4774,6.4534,0.08568,0.1089,1.788,0.95643,0.64132,0.39967,0.14114,969.81,0.37636,0.11386,0.63107,3.2168,1.2386,5.2446,124.03,2.9821,2.2653,0.15464,0.079197,4.0597,9.5976,1.8819,0.33534,1.9733,2.4774,0.0,0.13443,0
0.011123,0.18941,2.9491,47.755,0.011123,0.016622,3.3256,1.0052,0.62991,0.087759,0.037746,810.09,0.45056,0.007352,0.62991,0.060994,0.83634,4.0624,30.737,11.875,0.072431,0.013719,0.075537,0.1519,11.882,2.9491,0.08421,1.427,4262.4,0.017658,0.0,0
0.12146,0.24069,1.9151,1.4092,0.38723,0.15451,2.9405,1.1158,0.70775,0.64196,0.14308,382.17,0.95506,0.096172,0.70775,1.15,0.40862,5.0124,61.013,5.9823,0.68797,0.16559,0.032842,2603.8,0.011825,1.9151,0.16716,1.313,22666.0,0.17161,0.0,0
0.087366,0.33897,2.101,-7.1206,0.31729,0.10668,1.8588,1.1244,0.6301,0.39173,0.12331,902.39,0.40448,0.095948,0.6301,1.2263,0.70087,4.6742,100.52,3.6309,0.35774,0.12126,0.073469,0.28464,113.29,1.688,0.27541,1.4728,14161.0,0.13865,0.10575,0
0.030232,0.41512,1.3172,-120.45,0.084006,0.044036,1.4089,1.0521,0.58488,0.14721,0.085877,1920.3,0.19007,0.047928,0.58488,0.52646,0.15657,4.8881,125.03,2.9194,0.11075,0.045974,0.16882,0.17076,74.0,0.94915,0.34254,0.96516,7332.3,0.05169,0.19832,0
0.0,0.21671,36.788,,0.019568,-0.025266,3.6146,0.67244,0.78329,-1.9125,-0.037573,-3130.6,-0.11659,-0.037573,0.15248,,0.91982,3.9721,,0.0,0.0,0.008161,,0.0,,2.2427,,1.5239,4433.4,0.0,0.012035,0
0.077604,0.30417,2.5204,44.75,0.086884,0.10094,2.2861,1.0457,0.69536,0.39207,0.1218,871.66,0.41874,0.096526,0.6069,14.203,1.1149,5.2039,141.82,2.6627,2.2538,0.38315,0.07991,0.46218,89.4,2.1333,0.37556,1.9805,2.5204,0.0,0.067178,0
0.24737,0.44295,0.96166,-33.963,0.47229,0.27464,1.2452,1.1054,0.55158,0.7553,0.16595,583.14,0.62592,0.1644,0.55158,1.0512,-0.021438,4.2964,87.818,4.1563,0.35869,0.15888,0.09018,1.939,30.81,0.78945,0.2406,0.84817,-275.88,0.44847,0.14381,0
0.082955,0.59173,1.5281,6.5078,0.1953,0.10618,0.54898,1.0775,0.32485,0.20144,0.073798,1750.6,0.2085,0.063512,0.32485,0.70848,1.4304,4.6637,124.0,2.9435,0.18576,0.10992,0.15304,0.3319,58.801,1.3611,0.33973,1.6694,12830.0,0.25537,0.199,0
0.010386,1.061,1.218,-55.122,0.010386,0.014043,-0.061661,1.0086,-0.065423,0.033631,0.046668,9332.0,0.039113,0.015792,-0.065423,0.13331,0.18529,4.1606,172.87,2.1114,0.011078,0.011754,0.88965,0.046935,91.606,0.47937,0.47362,-0.13314,1317.7,-0.15874,-9.8351,0
0.34279,0.33023,4.2627,134.61,0.0,0.42775,2.0282,1.6717,0.66977,2.4264,0.27785,259.5,1.4066,0.25587,0.55747,27.341,2.3146,4.7508,52.913,6.8982,3.6826,0.45562,0.023208,2.5541,40.283,2.2756,0.14497,2.6951,32405.0,0.5118,0.14409,0
0.026461,0.64655,1.3997,-14.73,0.078304,0.039185,0.45244,1.037,0.29252,0.07446,0.031762,2981.0,0.12244,0.015722,0.29252,0.28901,0.79842,5.3699,79.923,4.5669,0.10743,0.06946,0.19423,0.086693,46.355,1.1393,0.21897,1.1105,49293.0,0.090458,0.41121,0
